KNOWN VARIABLE VALUES
Porosity,Permeability
0.1,1e-14

KNOWN WELL PARAMETERS
Initial Pressure,Initial X,Layer Thickness,Action Well Radius,Rock Specific Heat,Rock Heat Conductivity,Rock Density,Rock Compressibility
4000000.0,225.0,100.0,0.1,1000.0,2.5,2500.0,0.0

GRID INFORMATION
Number of Grid Blocks,Number of Constant Sized Blocks,Constant Block Size,Block Growth Factor
100,20,0.01,1.2

PUMP INFORMATION
Pumping Scheme,Number of Pump Times,Deliverability,Production Index,Cutoff Pressure
Measured Flows,3,0,0.0,0.0

Time [s],Mass Flowrate [kg/s]
0.0,-8.0
21600.0,-5.0
43200.0,0.0

OBSERVATION POINT 1
Property Observed,Radial Location [m],Number of Observations,Error Standard Deviation
Pressure,0.1,200,25000

Time [s],Observation
75979.89949748744,3952837.083108994
76414.0703517588,3957125.8963017836
76848.24120603016,3901610.8588587847
77282.41206030152,3936602.3148022904
77716.58291457286,3964586.242988472
78150.75376884422,3899827.4701275597
78584.92462311558,3953052.208052303
79019.09547738693,3886644.070123778
79453.26633165829,3918289.19202048
79887.43718592965,3945577.237871801
80321.60804020101,3903118.548755413
80755.77889447237,3920526.8579851575
81189.94974874372,3908642.600057965
81624.12060301508,3987991.419837546
82058.29145728644,3950854.8547197743
82492.46231155779,3961452.516840756
82926.63316582915,3941860.137681237
83360.8040201005,3938939.7482937956
83794.97487437187,3907366.4011231167
84229.14572864323,3941255.941460088
84663.31658291457,3929743.9496913836
85097.48743718593,3971080.247131464
85531.6582914573,3978604.099117053
85965.82914572864,3987192.836342619
86400.0,3972007.2417639005
